Remuneracao Liquida	Descontos Legais	Indenizacoes	Remuneracao Bruta	Matricula	Redutor
     4637.04	     3693.17	        0.00	     8330.21	190195	        0.00
     7806.72	     2899.04	      650.00	    10055.76	190209	        0.00
     6249.20	     2112.82	        0.00	     8362.02	190225	        0.00
      208.72	     4032.29	        0.00	     4241.01	190250	        0.00
     3665.32	      752.39	        0.00	     4417.71	190276	        0.00
     7427.55	     3057.23	        0.00	    10484.78	190292	        0.00
     6151.94	     2296.81	        0.00	     8448.75	190306	        0.00
     3594.89	      822.82	        0.00	     4417.71	190314	        0.00
     7263.65	     2406.77	      650.00	     9020.42	190331	        0.00
     7028.62	     2822.26	        0.00	     9850.88	190381	        0.00
     3983.44	      887.03	        0.00	     4870.47	190411	        0.00
     8327.20	     3197.35	        0.00	    11524.55	190438	        0.00
     8372.31	     3627.61	        0.00	    11999.92	190446	        0.00
     8056.76	     3259.57	     1121.44	    10194.89	190462	        0.00
     5225.19	     1544.70	        0.00	     6769.89	190519	        0.00
    14346.83	     5152.50	        0.00	    19499.33	190527	        0.00
    14181.50	     5061.60	        0.00	    19243.10	190560	        0.00
     5364.61	     1348.75	        0.00	     6713.36	190586	        0.00
    13189.06	     6347.82	        0.00	    19536.88	190608	        0.00
     6390.58	     2273.06	        0.00	     8663.64	190616	        0.00
     6407.46	     2066.15	      724.96	     7748.65	190641	        0.00
     4275.46	     1172.12	        0.00	     5447.58	190781	        0.00
     7156.72	     2899.04	        0.00	    10055.76	190811	        0.00
     8765.28	     5090.60	     1300.00	    12555.88	190845	        0.00
     8685.08	     3569.21	     1178.46	    11075.83	190853	        0.00
     8270.88	     3566.80	        0.00	    11837.68	190888	        0.00
     7624.39	     3012.57	        0.00	    10636.96	190918	        0.00
     5945.44	     2006.26	        0.00	     7951.70	190926	        0.00
     4598.73	      771.01	        0.00	     5369.74	190934	        0.00
     6129.97	     2200.24	        0.00	     8330.21	191019	        0.00
     7950.57	     3291.45	        0.00	    11242.02	191043	        0.00
     8545.28	     1724.53	     2017.28	     8252.53	191051	        0.00
     8274.78	     3565.39	        0.00	    11840.17	191108	        0.00
     8290.73	     2945.49	        0.00	    11236.22	191141	        0.00
     9815.95	     4246.32	     1376.85	    12685.42	191159	        0.00
     8123.13	     3311.49	        0.00	    11434.62	191167	        0.00
     8659.00	     2836.86	        0.00	    11495.86	191205	        0.00
     7916.37	     3318.94	        0.00	    11235.31	191213	        0.00
     3783.72	      598.51	        0.00	     4382.23	191264	        0.00
     3860.87	      890.28	        0.00	     4751.15	191281	        0.00
     9470.78	     7366.99	        0.00	    16837.77	191353	        0.00
     3044.91	      459.62	        0.00	     3504.53	191396	        0.00
     7208.86	     2846.90	        0.00	    10055.76	191400	        0.00
     4690.26	      402.01	     2102.08	     2990.19	191515	        0.00
     2823.00	      499.01	        0.00	     3322.01	191540	        0.00
     4809.09	     1263.22	        0.00	     6072.31	191574	        0.00
     2973.99	      514.14	        0.00	     3488.13	191582	        0.00
     3693.76	      723.95	        0.00	     4417.71	191604	        0.00
    12585.35	     4103.27	        0.00	    16688.62	191752	        0.00
     8699.32	     1759.72	     2128.83	     8330.21	191779	        0.00
    15829.71	     6451.34	      650.00	    23702.34	191809	     2071.29
     3007.79	      499.44	        0.00	     3507.23	191817	        0.00
     6667.30	     2351.99	        0.00	     9019.29	191850	        0.00
     6494.76	     2502.29	        0.00	     8997.05	191868	        0.00
     3516.99	      784.41	        0.00	     4301.40	191892	        0.00
     4943.84	     1068.21	        0.00	     6012.05	192007	        0.00
    10377.73	     4682.31	        0.00	    15060.04	192040	        0.00
     7387.81	     2137.98	        0.00	     9525.79	192082	        0.00
     3568.83	      604.54	        0.00	     4173.37	192091	        0.00
     3330.71	      632.68	        0.00	     3963.39	192104	        0.00
    11724.37	     4522.17	        0.00	    16246.54	192139	        0.00
     8647.89	     2594.13	        0.00	    11242.02	192163	        0.00
    15902.16	     6378.89	      650.00	    22753.59	192180	     1122.54
     7208.86	     2846.90	        0.00	    10055.76	192201	        0.00
     7212.13	     2774.36	      989.65	     8996.84	192228	        0.00
     7908.52	     2921.86	      235.44	    10594.94	192236	        0.00
     8607.59	     2336.36	        0.00	    10943.95	192244	        0.00
     3773.92	      382.09	        0.00	     4156.01	192252	        0.00
     5677.07	     1875.71	        0.00	     7552.78	192295	        0.00
     6411.96	     2103.36	      185.12	     8330.20	192317	        0.00
    19143.34	     1213.19	        0.00	    20356.53	192341	        0.00
     9337.38	     3831.07	     1304.98	    11863.47	192368	        0.00
     4906.06	     1289.98	        0.00	     6196.04	192384	        0.00
     7048.84	     2834.37	        0.00	     9883.21	192406	        0.00
    24562.25	    10812.79	     8843.76	    26531.28	192431	        0.00
     5310.83	     1723.22	      653.21	     6380.84	192481	        0.00
    11903.54	     5394.08	     1661.41	    15636.21	192520	        0.00
    24705.85	    11659.21	        0.00	    39788.57	192546	     3423.51
     3767.65	      908.00	        0.00	     4675.65	192619	        0.00
     6751.29	      895.78	        0.00	     7647.07	192651	        0.00
     9004.97	     4006.80	        0.00	    13011.77	192660	        0.00
     8025.42	     1408.66	     2232.49	     7201.59	192708	        0.00
    11836.88	     3772.55	        0.00	    15609.43	192724	        0.00
     7898.43	     3343.59	        0.00	    11242.02	192759	        0.00
     2618.44	      371.74	        0.00	     2990.18	192783	        0.00
     5845.06	     1272.04	      223.41	     6893.69	192791	        0.00
     6603.21	     2399.59	        0.00	     9002.80	192805	        0.00
     7858.56	     3152.92	        0.00	    11011.48	192848	        0.00
     6494.76	     2502.29	        0.00	     8997.05	192856	        0.00
     9225.49	     4043.42	        0.00	    13268.91	192872	        0.00
     4250.80	     1054.63	        0.00	     5305.43	192881	        0.00
     6046.01	     1842.33	      620.22	     7268.12	192902	        0.00
     4089.83	      987.80	      503.19	     4574.44	192911	        0.00
     2891.54	      432.07	        0.00	     3323.61	192929	        0.00
     8367.34	     3624.64	        0.00	    11991.98	192970	        0.00
    11022.10	     3333.77	     2941.61	    11414.26	192996	        0.00
    11241.08	     5180.27	        0.00	    16421.35	193011	        0.00
    11339.08	     4513.20	        0.00	    15852.28	193020	        0.00
     4760.27	     1462.70	        0.00	     6222.97	193038	        0.00
     4931.18	     1136.99	      761.02	     5307.15	193054	        0.00
    17810.31	     6661.71	     3496.00	    20976.02	193071	        0.00
     6828.00	     2614.08	        0.00	     9442.08	193097	        0.00
     7396.03	     2792.32	        0.00	    10188.35	193151	        0.00
     3818.21	      932.94	        0.00	     4751.15	193178	        0.00
     7653.60	     3030.06	        0.00	    10683.66	193186	        0.00
    13943.59	     4850.00	        0.00	    18793.59	193194	        0.00
    16061.92	     6095.43	        0.00	    22157.35	193232	        0.00
     7851.18	     3315.27	        0.00	    11166.45	193275	        0.00
     3905.57	      898.36	       52.79	     4751.14	193291	        0.00
     4226.80	     1142.94	        0.00	     5369.74	193348	        0.00
    14662.90	     4445.80	     3889.38	    15219.32	193356	        0.00
     4713.31	     1036.67	        0.00	     5749.98	193364	        0.00
     6796.75	     1251.02	        0.00	     8047.77	193372	        0.00
    13126.61	     5044.87	        0.00	    18171.48	193381	        0.00
    15954.59	      819.08	        0.00	    16773.67	193399	        0.00
     7669.40	     3122.93	        0.00	    10792.33	193402	        0.00
    12005.41	     5445.85	     1729.40	    15721.86	193453	        0.00
     6408.03	     2279.68	        0.00	     8687.71	193542	        0.00
    11132.46	     5281.95	        0.00	    16414.41	193585	        0.00
     7028.62	     2822.26	        0.00	     9850.88	193593	        0.00
     2577.95	      435.97	        0.00	     3013.92	193607	        0.00
     8114.88	     3128.79	     1114.24	    10129.43	193640	        0.00
    13774.69	     6257.74	      650.00	    19382.43	193658	        0.00
     5470.89	     1774.07	      717.97	     6526.99	193674	        0.00
     4609.69	     1279.34	      583.60	     5305.43	193691	        0.00
     8522.15	     3406.47	        0.00	    11928.62	193739	        0.00
     6439.85	      834.22	     1036.59	     6237.48	193763	        0.00
     8451.08	     3391.25	        0.00	    11842.33	193780	        0.00
     9910.65	     4549.64	        0.00	    14460.29	193852	        0.00
    36131.83	     3312.89	        0.00	    43158.16	193861	     3713.44
     3780.75	      793.69	        0.00	     4574.44	193879	        0.00
    12661.80	     5754.11	        0.00	    18415.91	193887	        0.00
    12588.10	     4185.57	        0.00	    16773.67	193909	        0.00
     5239.25	      692.74	      847.43	     5084.56	193925	        0.00
     8666.37	     3803.85	        0.00	    12470.22	193933	        0.00
     3594.89	      822.82	        0.00	     4417.71	193968	        0.00
    13491.72	     3358.82	     2097.67	    14752.87	193984	        0.00
     6779.97	     2200.24	      650.00	     8330.21	194026	        0.00
     7707.71	     3055.84	        0.00	    10763.55	194034	        0.00
     3048.20	      608.82	        0.00	     3657.02	194051	        0.00
     7595.03	     3161.74	        0.00	    10756.77	194093	        0.00
     4990.89	     1006.06	        0.00	     5996.95	194123	        0.00
     9170.73	     3611.57	        0.00	    12782.30	194166	        0.00
     2693.04	      446.46	        0.00	     3139.50	194221	        0.00
     3966.51	      843.04	        0.00	     4809.55	194247	        0.00
    10752.22	     1766.01	     2342.34	    10175.89	194310	        0.00
     5154.45	     1698.96	        0.00	     6853.41	194328	        0.00
     6887.23	     1339.94	      593.72	     7633.45	194336	        0.00
     4051.14	      856.71	        0.00	     4907.85	194352	        0.00
     3129.98	      532.58	        0.00	     3662.56	194379	        0.00
     5577.17	     1952.31	        0.00	     7529.48	194409	        0.00
     6192.43	     1925.32	        0.00	     8117.75	194417	        0.00
     3820.95	      853.56	        0.00	     4674.51	194484	        0.00
     3636.88	      780.83	        0.00	     4417.71	194506	        0.00
     5367.79	     1478.77	        0.00	     6846.56	194514	        0.00
     3636.88	      780.83	        0.00	     4417.71	194557	        0.00
     3637.16	      780.88	        0.00	     4418.04	194590	        0.00
     6287.65	     2378.16	        0.00	     8665.81	194646	        0.00
     8746.10	     3557.25	        0.00	    12303.35	194671	        0.00
     4041.52	     1043.04	        0.00	     5084.56	194719	        0.00
     5181.57	     1332.68	        0.00	     6514.25	194824	        0.00
     7288.95	     1689.18	      647.91	     8330.22	194841	        0.00
     7683.44	     3131.35	        0.00	    10814.79	194859	        0.00
     5711.38	     1949.36	        0.00	     7660.74	194875	        0.00
    19660.47	    13018.02	     5671.48	    27007.01	194891	        0.00
     5036.38	     1521.06	        0.00	     6557.44	194972	        0.00
    12156.49	     4945.07	        0.00	    17101.56	194999	        0.00
     5183.99	     1231.21	        0.00	     6415.20	195006	        0.00
     2915.35	      481.68	       73.86	     3323.17	195022	        0.00
     5550.23	     1704.56	        0.00	     7254.79	195090	        0.00
     3636.88	      780.83	        0.00	     4417.71	195103	        0.00
     4014.16	      889.50	      485.95	     4417.71	195111	        0.00
     7382.44	     2135.03	        0.00	     9517.47	195171	        0.00
